"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010033","BP","GO:0010033","response to organic substance","78/1086","301/5590",0.00283933112305893,0.0464617820136915,0.0401581952141732,"LOC18055047/LOC18055059/LOC18054398/LOC18055572/LOC18055428/LOC18054493/LOC18055453/LOC18053149/LOC18050781/LOC18051150/LOC18053492/LOC18051419/LOC18052602/LOC18052304/LOC18051867/LOC18052168/LOC18053388/LOC18051242/LOC18051033/LOC18046431/LOC18047042/LOC18047689/LOC18047919/LOC18048745/LOC18048976/LOC18047120/LOC18049839/LOC18049958/LOC18047540/LOC18048045/LOC18045467/LOC18045713/LOC18043475/LOC18043537/LOC18045294/LOC18044687/LOC18045496/LOC18042675/LOC18041690/LOC18041892/LOC18042003/LOC18041209/LOC18041942/LOC18040175/LOC18038076/LOC18039631/LOC18038027/LOC18038768/LOC18038853/LOC18038673/LOC18036592/LOC18036821/LOC18036454/LOC18036413/LOC18037266/LOC18034309/LOC18033791/LOC18034126/LOC18035015/LOC18033753/LOC18035131/LOC18034781/LOC18034212/LOC18034313/LOC18034820/LOC18035617/LOC18033888/LOC18035603/LOC18035349/LOC18033438/LOC18033425/LOC18033276/LOC18032009/LOC18031625/LOC18033124/LOC18031642/LOC18032769/LOC18031489",78
"GO:0009056","BP","GO:0009056","catabolic process","118/1086","484/5590",0.00290041952594202,0.046613885238354,0.0402896622118638,"LOC18056013/LOC18054382/LOC18055481/LOC18055723/LOC18056151/LOC18056154/LOC18054425/LOC18054179/LOC18054367/LOC18054743/LOC18054745/LOC18055586/LOC18055588/LOC18055591/LOC18052262/LOC18052497/LOC18052498/LOC18051803/LOC18053419/LOC18053108/LOC18051150/LOC18052688/LOC18050913/LOC18050365/LOC18051766/LOC18051867/LOC18052474/LOC18052668/LOC18053552/LOC18050743/LOC18048123/LOC18045924/LOC18048635/LOC18047097/LOC18047690/LOC18047667/LOC18047568/LOC18049577/LOC18049441/LOC18047842/LOC18047847/LOC18045848/LOC18048266/LOC18046111/LOC18050261/LOC18049952/LOC18049816/LOC18049241/LOC18045354/LOC18045476/LOC18044207/LOC18043571/LOC18044292/LOC18044642/LOC18044491/LOC18043971/LOC18040647/LOC18040339/LOC18041628/LOC18042236/LOC18041468/LOC18042061/LOC18041697/LOC18043059/LOC18040657/LOC18041274/LOC18038418/LOC18040027/LOC18039625/LOC18038722/LOC18039542/LOC18039489/LOC18039490/LOC18037896/LOC18038027/LOC18038806/LOC18039571/LOC18037393/LOC18037541/LOC18036482/LOC18036678/LOC18036699/LOC18036045/LOC18035822/LOC18035701/LOC18037849/LOC18034655/LOC18034517/LOC18033974/LOC18034922/LOC18034756/LOC18034662/LOC18033836/LOC18034906/LOC18035254/LOC18035097/LOC18034930/LOC18034509/LOC18035199/LOC18031796/LOC18031298/LOC18031389/LOC18032199/LOC18032167/LOC18032461/LOC18032986/LOC18031349/LOC18031375/LOC18033209/LOC18033525/LOC18031724/LOC18031740/LOC18031178/LOC18051017/LOC18052047/LOC18047845/LOC18048043/LOC18039898",118
"GO:0006820","BP","GO:0006820","anion transport","27/1086","83/5590",0.00302921649875597,0.0478297341908838,0.041340553879606,"LOC18055229/LOC18055230/LOC18051129/LOC18053579/LOC18052351/LOC18053225/LOC18049857/LOC18047579/LOC18047919/LOC18046233/LOC18045480/LOC18044951/LOC18045433/LOC18044883/LOC18044564/LOC18043241/LOC18045074/LOC18040207/LOC18041578/LOC18038157/LOC18038108/LOC18038820/LOC18033732/LOC18034196/LOC18034947/LOC18035651/LOC18031402",27
"GO:0001101","BP","GO:0001101","response to acid chemical","17/1086","45/5590",0.00312965388380976,0.0485635947487721,0.0419748497302253,"LOC18054917/LOC18051150/LOC18051867/LOC18052168/LOC18047919/LOC18048745/LOC18046011/LOC18049277/LOC18050333/LOC18045268/LOC18042192/LOC18038027/LOC18036949/LOC18037183/LOC18035015/LOC18034415/LOC18032558",17
"GO:0044282","BP","GO:0044282","small molecule catabolic process","21/1086","60/5590",0.00321775183537797,0.0487418372742654,0.0421289096440726,"LOC18055481/LOC18056154/LOC18054179/LOC18055591/LOC18052262/LOC18051766/LOC18051867/LOC18045924/LOC18045848/LOC18045476/LOC18043571/LOC18044642/LOC18044491/LOC18040657/LOC18038722/LOC18035822/LOC18034922/LOC18033836/LOC18034906/LOC18035254/LOC18032986",21
"GO:0009814","BP","GO:0009814","defense response, incompatible interaction","13/1086","31/5590",0.0032828753483585,0.0487418372742654,0.0421289096440726,"LOC18054493/LOC18052579/LOC18051867/LOC18048745/LOC18045634/LOC18043712/LOC18044403/LOC18040405/LOC18042675/LOC18039099/LOC18038248/LOC18038027/LOC18049078",13
"GO:0042742","BP","GO:0042742","defense response to bacterium","15/1086","38/5590",0.00330361341525576,0.0487418372742654,0.0421289096440726,"LOC18054493/LOC18050848/LOC18051867/LOC18050269/LOC18045634/LOC18042675/LOC18041192/LOC18038027/LOC18037266/LOC18034308/LOC18034558/LOC18034249/LOC18034444/LOC18034415/LOC18031489",15
"GO:0006040","BP","GO:0006040","amino sugar metabolic process","9/1086","18/5590",0.00340613647413049,0.0494388640765922,0.0427313690673703,"LOC18047842/LOC18047847/LOC18049816/LOC18040339/LOC18034655/LOC18034517/LOC18033974/LOC18031389/LOC18047845",9
"GO:0005992","BP","GO:0005992","trehalose biosynthetic process","8/1086","15/5590",0.00346072048536145,0.0494388640765922,0.0427313690673703,"LOC18054628/LOC18053090/LOC18047722/LOC18044411/LOC18041977/LOC18042510/LOC18036681/LOC18031286",8
"GO:0005576","CC","GO:0005576","extracellular region","116/1522","349/7428",7.91334780962169e-09,1.18700217144325e-06,1.02457029535102e-06,"LOC18054421/LOC18054420/LOC18055588/LOC18054143/LOC18054144/LOC18054145/LOC18054151/LOC18054152/LOC18054158/LOC18054167/LOC18054168/LOC18053818/LOC18050415/LOC18052125/LOC18052127/LOC18053149/LOC18050546/LOC18050900/LOC18051551/LOC18052647/LOC18051667/LOC18052688/LOC18051434/LOC18051421/LOC18051426/LOC18051427/LOC18051428/LOC18051432/LOC18052474/LOC18050743/LOC18048123/LOC18047042/LOC18050308/LOC18048703/LOC18048704/LOC18049945/LOC18047440/LOC18050078/LOC18046953/LOC18046959/LOC18044285/LOC18045354/LOC18044426/LOC18043303/LOC18043642/LOC18044336/LOC18043997/LOC18043426/LOC18044038/LOC18045202/LOC18043897/LOC18045099/LOC18042376/LOC18042393/LOC18042395/LOC18041552/LOC18041971/LOC18041989/LOC18041518/LOC18040742/LOC18040741/LOC18041313/LOC18041628/LOC18040135/LOC18041502/LOC18042440/LOC18040789/LOC18040195/LOC18038946/LOC18039542/LOC18039489/LOC18039490/LOC18037896/LOC18039355/LOC18039251/LOC18038673/LOC18038516/LOC18039379/LOC18036559/LOC18036428/LOC18037393/LOC18037541/LOC18036807/LOC18036678/LOC18036374/LOC18036699/LOC18036045/LOC18036303/LOC18037725/LOC18037571/LOC18035691/LOC18034208/LOC18033740/LOC18034217/LOC18035312/LOC18034971/LOC18033611/LOC18035233/LOC18035170/LOC18034104/LOC18035117/LOC18034930/LOC18034411/LOC18034509/LOC18033565/LOC18032964/LOC18031716/LOC18031642/LOC18032627/LOC18032464/LOC18033209/LOC18031740/LOC18050139/LOC18050142/LOC18048043/LOC18038093",116
"GO:0005618","CC","GO:0005618","cell wall","56/1522","168/7428",5.73798280357111e-05,0.00286899140178555,0.00247639257838332,"LOC18055588/LOC18054143/LOC18054144/LOC18054145/LOC18054151/LOC18054152/LOC18054158/LOC18050415/LOC18051551/LOC18052688/LOC18051434/LOC18051421/LOC18051426/LOC18051427/LOC18051428/LOC18051432/LOC18052474/LOC18048144/LOC18046953/LOC18044285/LOC18044426/LOC18044063/LOC18043997/LOC18045202/LOC18042376/LOC18042393/LOC18042395/LOC18041552/LOC18041971/LOC18041518/LOC18040742/LOC18040741/LOC18041313/LOC18041628/LOC18040195/LOC18038946/LOC18039355/LOC18038276/LOC18039251/LOC18036559/LOC18036699/LOC18036303/LOC18035691/LOC18034971/LOC18033611/LOC18035233/LOC18034104/LOC18034411/LOC18031830/LOC18031716/LOC18031976/LOC18032627/LOC18032464/LOC18050139/LOC18050142/LOC18048043",56
"GO:0030312","CC","GO:0030312","external encapsulating structure","56/1522","168/7428",5.73798280357111e-05,0.00286899140178555,0.00247639257838332,"LOC18055588/LOC18054143/LOC18054144/LOC18054145/LOC18054151/LOC18054152/LOC18054158/LOC18050415/LOC18051551/LOC18052688/LOC18051434/LOC18051421/LOC18051426/LOC18051427/LOC18051428/LOC18051432/LOC18052474/LOC18048144/LOC18046953/LOC18044285/LOC18044426/LOC18044063/LOC18043997/LOC18045202/LOC18042376/LOC18042393/LOC18042395/LOC18041552/LOC18041971/LOC18041518/LOC18040742/LOC18040741/LOC18041313/LOC18041628/LOC18040195/LOC18038946/LOC18039355/LOC18038276/LOC18039251/LOC18036559/LOC18036699/LOC18036303/LOC18035691/LOC18034971/LOC18033611/LOC18035233/LOC18034104/LOC18034411/LOC18031830/LOC18031716/LOC18031976/LOC18032627/LOC18032464/LOC18050139/LOC18050142/LOC18048043",56
"GO:0048046","CC","GO:0048046","apoplast","38/1522","114/7428",0.000854703627491477,0.0245737203482248,0.0212110007216256,"LOC18054421/LOC18054420/LOC18054143/LOC18054144/LOC18054145/LOC18054151/LOC18054152/LOC18054158/LOC18050415/LOC18052125/LOC18052127/LOC18050546/LOC18051551/LOC18046953/LOC18045354/LOC18043642/LOC18043997/LOC18041518/LOC18040789/LOC18039542/LOC18039489/LOC18039490/LOC18037896/LOC18039251/LOC18036559/LOC18036428/LOC18037393/LOC18036303/LOC18035691/LOC18034971/LOC18035233/LOC18034104/LOC18035117/LOC18034930/LOC18034509/LOC18031716/LOC18050139/LOC18050142",38
"GO:0009523","CC","GO:0009523","photosystem II","17/1522","39/7428",0.000903655887049238,0.0245737203482248,0.0212110007216256,"LOC18055063/LOC18053775/LOC18054593/LOC18055316/LOC18052032/LOC18053263/LOC18045785/LOC18046168/LOC18046547/LOC18044075/LOC18044399/LOC18044560/LOC18041475/LOC18042579/LOC18041099/LOC18036420/LOC18034566",17
"GO:0009579","CC","GO:0009579","thylakoid","43/1522","134/7428",0.000982948813928991,0.0245737203482248,0.0212110007216256,"LOC18055287/LOC18055063/LOC18053775/LOC18054593/LOC18055316/LOC18054652/LOC18051598/LOC18050977/LOC18050848/LOC18052032/LOC18051897/LOC18053263/LOC18047156/LOC18045785/LOC18046168/LOC18046011/LOC18046547/LOC18046879/LOC18049958/LOC18049233/LOC18046891/LOC18044075/LOC18043642/LOC18044399/LOC18043581/LOC18044560/LOC18041475/LOC18040405/LOC18042579/LOC18040942/LOC18042081/LOC18041099/LOC18042569/LOC18041192/LOC18043060/LOC18036420/LOC18037773/LOC18036749/LOC18035166/LOC18034566/LOC18035570/LOC18034214/LOC18031580",43
"GO:0034357","CC","GO:0034357","photosynthetic membrane","34/1522","104/7428",0.00226252011987356,0.0484825739972906,0.0418481165029245,"LOC18055287/LOC18055063/LOC18053775/LOC18054593/LOC18055316/LOC18050848/LOC18052032/LOC18051897/LOC18053263/LOC18047156/LOC18045785/LOC18046168/LOC18046011/LOC18046547/LOC18046879/LOC18046891/LOC18044075/LOC18044399/LOC18043581/LOC18044560/LOC18041475/LOC18040405/LOC18042579/LOC18040942/LOC18042081/LOC18041099/LOC18041192/LOC18043060/LOC18036420/LOC18037773/LOC18036749/LOC18034566/LOC18035570/LOC18034214",34
"GO:0008194","MF","GO:0008194","UDP-glycosyltransferase activity","73/2045","184/9150",7.12066634649172e-08,2.50852672816683e-05,2.28941689076816e-05,"LOC18054789/LOC18055776/LOC18054497/LOC18054015/LOC18055180/LOC18054645/LOC18053866/LOC18052072/LOC18052197/LOC18052285/LOC18050851/LOC18050855/LOC18053399/LOC18053215/LOC18046063/LOC18047044/LOC18049191/LOC18049189/LOC18049190/LOC18049696/LOC18049259/LOC18049220/LOC18047638/LOC18049131/LOC18050333/LOC18048822/LOC18049826/LOC18047317/LOC18046728/LOC18044890/LOC18044891/LOC18045452/LOC18041695/LOC18042131/LOC18042737/LOC18041415/LOC18041528/LOC18040881/LOC18042773/LOC18040604/LOC18038656/LOC18038429/LOC18038430/LOC18038024/LOC18039246/LOC18039260/LOC18039745/LOC18038593/LOC18039058/LOC18037893/LOC18038613/LOC18037175/LOC18036876/LOC18036254/LOC18037288/LOC18037360/LOC18036087/LOC18034553/LOC18035283/LOC18035454/LOC18035379/LOC18035419/LOC18035314/LOC18035276/LOC18033895/LOC18035014/LOC18035221/LOC18031271/LOC18032223/LOC18032618/LOC18033290/LOC18032110/LOC18033042",73
"GO:0005506","MF","GO:0005506","iron ion binding","98/2045","272/9150",1.33432272774831e-07,2.50852672816683e-05,2.28941689076816e-05,"LOC18054865/LOC18054829/LOC18056154/LOC18055120/LOC18054620/LOC18055362/LOC18053376/LOC18053379/LOC18052870/LOC18051225/LOC18051561/LOC18052609/LOC18051625/LOC18052392/LOC18052481/LOC18049214/LOC18048646/LOC18048256/LOC18048579/LOC18045816/LOC18048151/LOC18048154/LOC18046264/LOC18046042/LOC18044751/LOC18045386/LOC18045387/LOC18044431/LOC18044432/LOC18043757/LOC18044393/LOC18044645/LOC18045345/LOC18044582/LOC18044579/LOC18043324/LOC18045694/LOC18045695/LOC18041681/LOC18043188/LOC18040911/LOC18040739/LOC18041363/LOC18041531/LOC18042779/LOC18042767/LOC18043036/LOC18042081/LOC18042343/LOC18041119/LOC18043086/LOC18040453/LOC18040761/LOC18040049/LOC18039129/LOC18039876/LOC18039865/LOC18039463/LOC18039759/LOC18039758/LOC18038480/LOC18035923/LOC18035820/LOC18036991/LOC18036987/LOC18036416/LOC18036417/LOC18036422/LOC18035822/LOC18035904/LOC18036030/LOC18037857/LOC18037858/LOC18036100/LOC18036065/LOC18037047/LOC18035505/LOC18034294/LOC18035522/LOC18034033/LOC18035202/LOC18035409/LOC18035229/LOC18035278/LOC18035157/LOC18034223/LOC18033718/LOC18035645/LOC18032986/LOC18033470/LOC18033227/LOC18031578/LOC18052121/LOC18047712/LOC18047387/LOC18044098/LOC18036882/LOC18033040",98
"GO:0046906","MF","GO:0046906","tetrapyrrole binding","106/2045","303/9150",2.28204700276393e-07,2.86016557679746e-05,2.6103414838633e-05,"LOC18054865/LOC18054829/LOC18056133/LOC18055120/LOC18054620/LOC18052497/LOC18052498/LOC18053376/LOC18053379/LOC18052870/LOC18051225/LOC18052609/LOC18052032/LOC18051625/LOC18052392/LOC18053263/LOC18050743/LOC18049214/LOC18048646/LOC18048256/LOC18048579/LOC18045785/LOC18048151/LOC18048154/LOC18046264/LOC18046042/LOC18045476/LOC18044075/LOC18045386/LOC18045387/LOC18044431/LOC18044432/LOC18043757/LOC18044393/LOC18044645/LOC18045345/LOC18044582/LOC18044579/LOC18043324/LOC18045694/LOC18045695/LOC18041681/LOC18043188/LOC18041475/LOC18040911/LOC18040739/LOC18041363/LOC18041531/LOC18042779/LOC18042767/LOC18043036/LOC18042343/LOC18041119/LOC18043086/LOC18040453/LOC18040761/LOC18041274/LOC18039197/LOC18039876/LOC18039865/LOC18039463/LOC18039759/LOC18039758/LOC18038480/LOC18035923/LOC18037541/LOC18035820/LOC18036678/LOC18036699/LOC18036045/LOC18036987/LOC18036416/LOC18036417/LOC18036422/LOC18035701/LOC18035904/LOC18036030/LOC18037857/LOC18037858/LOC18036100/LOC18036065/LOC18037047/LOC18033849/LOC18034294/LOC18035522/LOC18033714/LOC18034033/LOC18035202/LOC18035409/LOC18035229/LOC18035278/LOC18035157/LOC18034223/LOC18033718/LOC18035645/LOC18032926/LOC18033470/LOC18033227/LOC18033209/LOC18031740/LOC18052121/LOC18047712/LOC18047387/LOC18044098/LOC18036882/LOC18033040",106
"GO:0020037","MF","GO:0020037","heme binding","101/2045","288/9150",3.85817405936722e-07,3.62668361580518e-05,3.30990721935187e-05,"LOC18054865/LOC18054829/LOC18056133/LOC18055120/LOC18054620/LOC18052497/LOC18052498/LOC18053376/LOC18053379/LOC18052870/LOC18051225/LOC18052609/LOC18051625/LOC18052392/LOC18050743/LOC18049214/LOC18048646/LOC18048256/LOC18048579/LOC18048151/LOC18048154/LOC18046264/LOC18046042/LOC18045476/LOC18045386/LOC18045387/LOC18044431/LOC18044432/LOC18043757/LOC18044393/LOC18044645/LOC18045345/LOC18044582/LOC18044579/LOC18043324/LOC18045694/LOC18045695/LOC18041681/LOC18043188/LOC18040911/LOC18040739/LOC18041363/LOC18041531/LOC18042779/LOC18042767/LOC18043036/LOC18042343/LOC18041119/LOC18043086/LOC18040453/LOC18040761/LOC18041274/LOC18039197/LOC18039876/LOC18039865/LOC18039463/LOC18039759/LOC18039758/LOC18038480/LOC18035923/LOC18037541/LOC18035820/LOC18036678/LOC18036699/LOC18036045/LOC18036987/LOC18036416/LOC18036417/LOC18036422/LOC18035701/LOC18035904/LOC18036030/LOC18037857/LOC18037858/LOC18036100/LOC18036065/LOC18037047/LOC18033849/LOC18034294/LOC18035522/LOC18033714/LOC18034033/LOC18035202/LOC18035409/LOC18035229/LOC18035278/LOC18035157/LOC18034223/LOC18033718/LOC18035645/LOC18032926/LOC18033470/LOC18033227/LOC18033209/LOC18031740/LOC18052121/LOC18047712/LOC18047387/LOC18044098/LOC18036882/LOC18033040",101
"GO:0003700","MF","GO:0003700","DNA-binding transcription factor activity","119/2045","355/9150",5.61666370856514e-07,4.22373110884098e-05,3.85480498735207e-05,"LOC18054113/LOC18053739/LOC18053740/LOC18053793/LOC18054676/LOC18054790/LOC18055009/LOC18055041/LOC18054028/LOC18054083/LOC18055206/LOC18055376/LOC18055307/LOC18055749/LOC18053728/LOC18054255/LOC18050561/LOC18051011/LOC18051681/LOC18053441/LOC18051602/LOC18053406/LOC18053220/LOC18053235/LOC18050472/LOC18048125/LOC18049853/LOC18047337/LOC18046431/LOC18046095/LOC18049966/LOC18049967/LOC18046652/LOC18049462/LOC18046213/LOC18046766/LOC18048974/LOC18048360/LOC18047418/LOC18045847/LOC18047855/LOC18047704/LOC18050127/LOC18049815/LOC18047542/LOC18049825/LOC18048239/LOC18048655/LOC18047939/LOC18047940/LOC18047942/LOC18043521/LOC18043604/LOC18044460/LOC18044306/LOC18044550/LOC18044589/LOC18044020/LOC18044041/LOC18044261/LOC18043295/LOC18045167/LOC18043901/LOC18045496/LOC18043733/LOC18043974/LOC18040837/LOC18043042/LOC18042841/LOC18040774/LOC18042623/LOC18041603/LOC18040890/LOC18040416/LOC18042936/LOC18041742/LOC18039165/LOC18039326/LOC18038027/LOC18040087/LOC18038639/LOC18039756/LOC18038919/LOC18039220/LOC18037452/LOC18036748/LOC18037168/LOC18036727/LOC18036868/LOC18036104/LOC18037716/LOC18037266/LOC18036823/LOC18035784/LOC18037715/LOC18034068/LOC18035360/LOC18032092/LOC18031465/LOC18032958/LOC18033550/LOC18032042/LOC18031355/LOC18031356/LOC18031603/LOC18033417/LOC18033409/LOC18033416/LOC18031489/LOC18031934/LOC18055444/LOC18046597/LOC18047944/LOC18042631/LOC18036687/LOC18036271/LOC18035271/LOC18031430/LOC18033513",119
"GO:0004497","MF","GO:0004497","monooxygenase activity","85/2045","236/9150",9.21605075793042e-07,5.77539180830306e-05,5.27093429313213e-05,"LOC18054865/LOC18054829/LOC18055120/LOC18054633/LOC18055630/LOC18054620/LOC18051450/LOC18053376/LOC18053379/LOC18052870/LOC18051225/LOC18051625/LOC18052392/LOC18049214/LOC18048646/LOC18048256/LOC18049889/LOC18048579/LOC18048151/LOC18048154/LOC18046264/LOC18045827/LOC18045386/LOC18044431/LOC18044432/LOC18043757/LOC18044393/LOC18044645/LOC18045345/LOC18044582/LOC18044579/LOC18043324/LOC18045694/LOC18045695/LOC18041681/LOC18043188/LOC18040911/LOC18040739/LOC18041363/LOC18041531/LOC18042779/LOC18042767/LOC18043036/LOC18042343/LOC18041119/LOC18043086/LOC18040453/LOC18040761/LOC18041837/LOC18039876/LOC18039463/LOC18039759/LOC18038615/LOC18039758/LOC18038480/LOC18035923/LOC18035820/LOC18036987/LOC18036416/LOC18036417/LOC18036422/LOC18035904/LOC18036030/LOC18037857/LOC18037858/LOC18036100/LOC18036065/LOC18037047/LOC18035106/LOC18034294/LOC18035522/LOC18034033/LOC18035202/LOC18035409/LOC18035229/LOC18035278/LOC18035157/LOC18035645/LOC18033470/LOC18052121/LOC18047712/LOC18047387/LOC18044098/LOC18036882/LOC18033040",85
"GO:0016757","MF","GO:0016757","transferase activity, transferring glycosyl groups","120/2045","372/9150",4.47633984382747e-06,0.00024044339732559,0.000219441622419211,"LOC18054789/LOC18055776/LOC18054497/LOC18054015/LOC18055221/LOC18055180/LOC18054366/LOC18055225/LOC18054645/LOC18055822/LOC18056035/LOC18054143/LOC18054144/LOC18054145/LOC18054151/LOC18054152/LOC18054158/LOC18053866/LOC18052072/LOC18050564/LOC18050892/LOC18051551/LOC18052197/LOC18052285/LOC18050814/LOC18051325/LOC18050851/LOC18050855/LOC18052481/LOC18053399/LOC18053215/LOC18046063/LOC18047044/LOC18047375/LOC18047580/LOC18049887/LOC18049894/LOC18049191/LOC18049189/LOC18049190/LOC18049696/LOC18049259/LOC18049220/LOC18046279/LOC18047638/LOC18049131/LOC18046799/LOC18050333/LOC18050334/LOC18048822/LOC18049826/LOC18047317/LOC18045965/LOC18046728/LOC18045748/LOC18044890/LOC18044891/LOC18045452/LOC18043997/LOC18041695/LOC18040585/LOC18042131/LOC18042737/LOC18041415/LOC18041528/LOC18041518/LOC18042105/LOC18042159/LOC18040435/LOC18040881/LOC18042750/LOC18042773/LOC18040604/LOC18042663/LOC18038656/LOC18038429/LOC18038430/LOC18038024/LOC18039246/LOC18039260/LOC18039745/LOC18038593/LOC18039058/LOC18037893/LOC18038088/LOC18038613/LOC18037270/LOC18036859/LOC18037291/LOC18037175/LOC18036876/LOC18036254/LOC18037288/LOC18037383/LOC18037360/LOC18036087/LOC18035691/LOC18034553/LOC18035283/LOC18035454/LOC18035379/LOC18034971/LOC18035419/LOC18034104/LOC18035314/LOC18035276/LOC18033895/LOC18034209/LOC18035014/LOC18035221/LOC18031271/LOC18032223/LOC18033253/LOC18032618/LOC18031716/LOC18033290/LOC18032620/LOC18031328/LOC18032110/LOC18033042",120
"GO:0016705","MF","GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","91/2045","273/9150",1.55463562947469e-05,0.000730678745853104,0.000666856862116775,"LOC18054865/LOC18054829/LOC18055120/LOC18054633/LOC18054620/LOC18053012/LOC18053376/LOC18053379/LOC18052870/LOC18051225/LOC18052609/LOC18051625/LOC18052392/LOC18049214/LOC18048646/LOC18048256/LOC18049889/LOC18048579/LOC18048151/LOC18048154/LOC18046264/LOC18046042/LOC18045827/LOC18045386/LOC18045387/LOC18044431/LOC18044432/LOC18043757/LOC18044393/LOC18044645/LOC18045345/LOC18044582/LOC18044579/LOC18043324/LOC18045694/LOC18045695/LOC18041681/LOC18043188/LOC18040911/LOC18040739/LOC18041363/LOC18041531/LOC18042779/LOC18042767/LOC18043036/LOC18042343/LOC18041119/LOC18043086/LOC18040453/LOC18040761/LOC18041837/LOC18039876/LOC18039865/LOC18039463/LOC18039759/LOC18039758/LOC18038480/LOC18035923/LOC18035820/LOC18036987/LOC18036416/LOC18036417/LOC18036422/LOC18035904/LOC18036030/LOC18037857/LOC18037858/LOC18036100/LOC18036065/LOC18037047/LOC18035106/LOC18035505/LOC18034294/LOC18035522/LOC18034033/LOC18035202/LOC18035409/LOC18035229/LOC18035278/LOC18035157/LOC18034223/LOC18033718/LOC18035645/LOC18033470/LOC18033227/LOC18052121/LOC18047712/LOC18047387/LOC18044098/LOC18036882/LOC18033040",91
"GO:0140110","MF","GO:0140110","transcription regulator activity","123/2045","394/9150",1.98500497032341e-05,0.00082929096537956,0.000756855696287056,"LOC18054113/LOC18053739/LOC18053740/LOC18053793/LOC18054676/LOC18054790/LOC18054900/LOC18055009/LOC18055041/LOC18054028/LOC18054083/LOC18055206/LOC18055137/LOC18055376/LOC18055307/LOC18055749/LOC18053728/LOC18054255/LOC18050561/LOC18051011/LOC18053492/LOC18051681/LOC18053441/LOC18051602/LOC18053406/LOC18053220/LOC18053235/LOC18050472/LOC18048125/LOC18049853/LOC18047337/LOC18046431/LOC18046095/LOC18049966/LOC18049967/LOC18046652/LOC18049462/LOC18046213/LOC18046766/LOC18048974/LOC18048360/LOC18047418/LOC18046824/LOC18045847/LOC18047855/LOC18047704/LOC18050127/LOC18049815/LOC18047542/LOC18049825/LOC18048239/LOC18048655/LOC18047939/LOC18047940/LOC18047942/LOC18043521/LOC18043604/LOC18044460/LOC18044306/LOC18044550/LOC18044589/LOC18044020/LOC18044041/LOC18044261/LOC18043295/LOC18045167/LOC18043901/LOC18045496/LOC18043733/LOC18043974/LOC18040837/LOC18043042/LOC18042841/LOC18040774/LOC18042623/LOC18041603/LOC18040890/LOC18040416/LOC18042936/LOC18041742/LOC18039165/LOC18039326/LOC18038027/LOC18040087/LOC18038639/LOC18039756/LOC18038919/LOC18039220/LOC18037452/LOC18036748/LOC18037168/LOC18036727/LOC18036868/LOC18036104/LOC18037716/LOC18037266/LOC18036823/LOC18035784/LOC18037715/LOC18034068/LOC18035360/LOC18032092/LOC18031465/LOC18032958/LOC18033550/LOC18032042/LOC18031355/LOC18031356/LOC18031603/LOC18033417/LOC18033409/LOC18033416/LOC18031489/LOC18031934/LOC18055444/LOC18046597/LOC18047944/LOC18042631/LOC18036687/LOC18036271/LOC18035271/LOC18031430/LOC18033513",123
"GO:0004568","MF","GO:0004568","chitinase activity","9/2045","12/9150",0.000154615399971168,0.00581353903891592,0.00530574951480008,"LOC18047842/LOC18047847/LOC18049816/LOC18040339/LOC18034655/LOC18034517/LOC18033974/LOC18031389/LOC18047845",9
"GO:0008017","MF","GO:0008017","microtubule binding","24/2045","56/9150",0.000477783400243597,0.0155476929410247,0.0141896637703641,"LOC18055901/LOC18054356/LOC18055273/LOC18055925/LOC18050431/LOC18052839/LOC18051772/LOC18050634/LOC18049922/LOC18048223/LOC18046890/LOC18043235/LOC18041046/LOC18039529/LOC18039021/LOC18035782/LOC18037153/LOC18037824/LOC18037183/LOC18034863/LOC18034779/LOC18032371/LOC18033169/LOC18033085",24
"GO:0046527","MF","GO:0046527","glucosyltransferase activity","28/2045","69/9150",0.000496202966202915,0.0155476929410247,0.0141896637703641,"LOC18054789/LOC18055180/LOC18054645/LOC18054143/LOC18054144/LOC18054145/LOC18054151/LOC18054152/LOC18054158/LOC18053866/LOC18051551/LOC18053215/LOC18046063/LOC18049259/LOC18049131/LOC18050333/LOC18048822/LOC18043997/LOC18041528/LOC18041518/LOC18042773/LOC18038613/LOC18036087/LOC18035691/LOC18034971/LOC18034104/LOC18032223/LOC18031716",28
"GO:0016762","MF","GO:0016762","xyloglucan:xyloglucosyl transferase activity","13/2045","24/9150",0.000673523501892436,0.0194803720547351,0.0177788389973226,"LOC18054143/LOC18054144/LOC18054145/LOC18054151/LOC18054152/LOC18054158/LOC18051551/LOC18043997/LOC18041518/LOC18035691/LOC18034971/LOC18034104/LOC18031716",13
